0,0,0.34623,0.23335,0,0,0,0.29758,0.14135,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,9.8284,9.9953,3.2388,0.39142,5.351,6.8052,0.025441,-0.0026255,0.037685,0.033252,-0.011091,0.0041951,-0.047742,-0.021401,-0.022634,0.0010499,0.016987,-0.0089061,-0.0059084,0.044575,-0.031231,-0.038645,0.012742,-0.036556,0.46808,0.46071,0.27096,0.44562,0.92308,0.020348,0.35255,0.51635,0.79338,0.97819,0.29396,0.51181,0.14933,0.85605,0.49319,0.56858,0.30207,0.85175,0.0034752,0.0034034,0.0028966,0.00030705,0.00046359,0.0048019,0.14625,0.49035,0.37294,0.014843,0.46644,0.11769,-0.088982,-0.42928,-0.38134,-0.38398,-0.014533,-0.28935,-38.973,-17.626,-27.676,21.844,15.645,-20.515,0.00026596,0.00042272,0.00030787,0.00023837,5.7397e-05,0.00047048
0,0,0.41695,0.30266,0,0,0,0.26904,0.11703,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,4.2721,1.9317,6.9336,1.5663,6.7843,2.7933,0.0051622,0.014821,-0.045507,0.046359,0.024326,-0.022221,0.016405,-0.027039,-0.015727,-0.029577,0.0054875,-0.0098203,-0.015394,-0.041389,0.048248,-0.018755,0.022745,-0.035172,0.25708,0.12466,0.2103,0.75699,0.93934,0.1988,0.51876,0.74556,0.87201,0.36068,0.30025,0.18177,0.59974,0.76077,0.39936,0.79203,0.56789,0.62935,0.0013663,0.0046368,0.004,0.0011022,0.0046793,0.0024365,0.13336,0.31979,0.29712,0.01194,0.21059,0.42845,-0.18567,-0.018753,-0.048319,-0.013202,-0.45,-0.17586,-5.4036,24.692,-32.244,46.1,20.647,44.14,0.00048242,0.00049787,0.00041806,2.3373e-05,0.00024927,6.1049e-05
0,0,0.18531,0.37727,0,0,0,0.42331,0.29981,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,2.2532,6.2684,9.4909,6.8361,5.813,3.0203,0.022303,-0.027015,-0.017333,0.0083665,-0.039001,0.011124,0.025927,-0.029323,0.0096697,-0.045436,0.034176,-0.00067426,-0.033526,-0.0068394,0.023594,0.029661,0.040243,0.01465,0.99704,0.96525,0.13585,0.14774,0.159,0.69233,0.77971,0.32868,0.9309,0.44929,0.26786,0.61317,0.55586,0.0016532,0.11185,0.11943,0.60624,0.486,0.0048147,0.0018644,0.0024748,0.0021019,0.0041136,0.0035941,0.024326,0.18825,0.4436,0.2124,0.35913,0.035935,-0.20608,-0.16406,-0.29097,-0.24751,-0.2584,-0.47625,24.456,44.297,25.502,-41.283,48.75,-18.67,0.00047485,0.00011862,0.00048455,0.00012042,0.00013768,0.00028214
0,0,0.30199,0.42306,0,0,0,0.41546,0.28932,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,7.6028,5.0482,0.88185,1.7387,4.433,6.4308,-0.016415,0.040593,-0.021595,-0.016329,0.02628,0.021486,-0.047677,0.015689,0.043092,-0.0011322,0.00013066,-0.03151,-0.048355,-0.0088205,-0.048771,0.032555,-0.042484,-0.047564,0.14257,0.59637,0.87072,0.53586,0.33367,0.9424,0.42703,0.67582,0.49976,0.56095,0.78241,0.68921,0.56799,0.84227,0.36635,0.97847,0.6276,0.48486,0.0044144,0.0013512,0.0012623,0.0013476,0.0024294,0.0031672,0.395,0.47578,0.28515,0.063376,0.24644,0.48769,-0.28981,-0.079739,-0.046001,-0.08643,-0.32357,-0.40393,36.096,-3.6074,38.793,-8.2648,10.664,30.786,0.00021398,0.00047561,0.00049025,0.00043245,0.00044849,0.00031155
0,0,0.43333,0.049757,0,0,0,0.10161,0.4435,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,8.6044,6.2012,3.1847,7.4121,9.5351,3.9854,-0.014369,-0.019879,-0.037908,0.024174,0.021528,0.0010838,0.016624,0.00021117,-0.04459,-0.008578,-0.0004518,0.0081644,-0.021724,0.030565,0.0071666,0.022948,0.017149,0.031455,0.22761,0.22759,0.28703,0.17137,0.82061,0.75117,0.54029,0.90365,0.84513,0.25336,0.69753,0.10238,0.18405,0.25225,0.59944,0.51298,0.1023,0.66434,0.0010898,0.0027932,0.0022227,0.0038298,0.0038348,0.0018642,0.33023,0.28805,0.028668,0.23951,0.28331,0.21204,-0.36549,-0.01129,-0.43921,-0.0056628,-0.42919,-0.39572,8.9247,32.023,7.569,37.887,45.407,-3.5869,0.00041316,0.00036229,0.00014179,0.00043833,0.00012159,0.0004179
0,0,0.31863,0.27822,0,0,0,0.045365,0.3637,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,9.8836,8.3524,7.352,6.549,7.8281,3.58,0.042926,0.032179,-0.0013871,0.012855,-0.041847,0.021254,-0.048983,0.013,-0.03881,-0.008058,0.015724,0.033768,0.0081856,-0.028477,0.044327,-0.00074092,0.040953,-0.023904,0.48219,0.80054,0.55631,0.95165,0.67259,0.16407,0.83484,0.93105,0.58768,0.70631,0.13796,0.013592,0.2921,0.0775,0.67737,0.14052,0.53051,0.40436,0.003408,0.0005707,0.0034258,0.00048009,0.0014174,0.00019372,0.16865,0.29361,0.046689,0.19407,0.29065,0.45955,-0.42588,-0.013382,-0.18299,-0.45496,-0.17794,-0.32237,-18.095,-5.283,-7.0568,-19.594,24.468,-28.326,0.00040923,0.0001013,0.00039841,0.00044171,0.0002121,0.00046159
0,0,0.4238,0.2803,0,0,0,0.2215,0.45573,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,9.1312,5.6973,4.0675,6.8117,2.628,3.3745,0.0015739,0.00063533,0.047411,0.040741,0.049786,0.0021471,0.028825,-0.005265,0.032571,0.022469,0.0023521,0.018878,0.0085254,-0.040168,0.042097,0.043899,-0.027949,0.045021,0.4572,0.86028,0.21373,0.3947,0.58137,0.22162,0.33844,0.88037,0.56048,0.30783,0.29142,0.84984,0.19473,0.84915,0.3336,0.90015,0.80124,0.46591,0.0036777,0.0015434,0.00087215,0.0043836,0.0013714,0.0026156,0.41038,0.37904,0.15955,0.49175,0.42839,0.1776,-0.37809,-0.41136,-0.36232,-0.46906,-0.053968,-0.043432,-14.24,-2.6709,0.95923,-49.798,-29.939,-10.266,0.00029236,0.00043061,0.0002521,0.00026026,1.5275e-05,0.00023114
0,0,0.43378,0.21183,0,0,0,0.47788,0.17761,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,2.5356,0.48731,1.4985,6.7811,0.092561,5.709,-0.032149,-0.016096,0.031716,0.038207,-0.026108,-0.01618,0.040136,-0.03918,-0.033547,-0.046695,-0.010806,0.0029724,0.045535,0.031483,0.047619,0.016731,-0.046111,0.041336,0.82194,0.24856,0.70989,0.53348,0.96578,0.82292,0.80484,0.54243,0.099931,0.58129,0.90275,0.95864,0.57949,0.15667,0.085126,0.15028,0.67615,0.6846,0.0011795,0.0030598,0.0022209,0.00076868,0.0016475,0.0012858,0.055396,0.1224,0.044704,0.21859,0.44126,0.31097,-0.059537,-0.35568,-0.25841,-0.21582,-0.14725,-0.0089582,48.72,-21.09,-43.4,48.454,26.345,28.768,0.00033093,0.00027325,3.3955e-05,0.00046777,0.00041986,0.00010846
0,0,0.47024,0.063333,0,0,0,0.29232,0.23349,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,4.907,2.54,9.8653,3.9704,9.4226,0.81386,0.04106,0.021924,0.020347,-0.0076463,-0.045628,0.026684,0.015077,-0.040222,-0.0023055,-0.01854,-0.031382,0.031207,0.0056755,-0.040805,0.018171,0.0050187,0.03291,-0.027734,0.48315,0.78347,0.88762,0.15826,0.80038,0.092252,0.45088,0.95543,0.71678,0.084358,0.77991,0.55521,0.05529,0.30257,0.45278,0.59552,0.057703,0.046632,0.0021016,0.0023926,0.0025244,0.002486,0.0008211,0.0033863,0.24521,0.33807,0.46017,0.44326,0.38833,0.34663,-0.21704,-0.03675,-0.1395,-0.47451,-0.44988,-0.45157,25.855,-6.1372,47.46,-44.39,18.324,-30.47,0.00031049,0.0004,0.0002104,0.00035694,0.00017687,0.00014313
0,0,0.2701,0.43025,0,0,0,0.34055,0.46977,0,0,0,1.5708,0,-1.5708,1.5708,-1.5708,0,7.849,7.0474,1.0185,8.7428,0.36955,9.4764,0.0016265,-0.020818,-0.039266,-0.016717,0.032325,0.011721,-0.024893,0.040626,0.029937,-0.01142,-0.036991,-0.023589,-0.0066729,0.026161,0.030812,-0.0097478,0.028099,-0.024523,0.54286,0.96436,0.9633,0.8663,0.26563,0.17631,0.70137,0.0040505,0.6672,0.69254,0.41031,0.51752,0.62905,0.78967,0.22411,0.18995,0.7656,0.29621,0.00094532,0.00076801,0.0008931,0.0045309,0.0038678,0.0022971,0.088397,0.38002,0.41929,0.27237,0.31905,0.45526,-0.10037,-0.33704,-0.14271,-0.077321,-0.10314,-0.08217,-32.657,-34.946,-16.696,-18.161,36.537,44.476,0.00025935,0.00041546,0.00021639,0.00029782,2.0685e-05,0.00013908
